step,loss
633,4.317696978759958
634,4.31595071841348
635,4.314206870179181
636,4.3124654295422475
637,4.310726392024073
638,4.308989753181391
639,4.307255508605188
640,4.3055236539198125
641,4.303794184782051
642,4.3020670968801555
643,4.300342385933183
644,4.298620047689939
645,4.296900077928387
646,4.295182472454721
647,4.293467227102721
648,4.291754337732972
649,4.290043800232213
650,4.2883356105125765
651,4.286629764511059
652,4.284926258188712
653,4.283225087530209
654,4.281526248543065
655,4.279829737257141
656,4.2781355497240625
657,4.276443682016618
658,4.27475413022824
659,4.273066890472459
660,4.27138195888237
661,4.2696993316101155
662,4.2680190048263995
663,4.266340974720009
664,4.26466523749721
665,4.262991789381479
666,4.261320626612869
667,4.259651745447609
668,4.257985142157721
669,4.256320813030455
670,4.254658754368052
671,4.252998962487124
672,4.251341433718407
673,4.24968616440639
674,4.248033150908753
675,4.246382389596281
676,4.244733876852265
677,4.243087609072372
678,4.241443582664176
679,4.239801794046982
680,4.238162239651502
681,4.236524915919557
682,4.234889819303915
683,4.233256946268028
684,4.231626293285843
685,4.229997856841606
686,4.228371633429791
687,4.226747619554882
688,4.225125811731324
689,4.22350620648343
690,4.221888800345388
691,4.220273589861129
692,4.218660571584466
693,4.217049742079072
694,4.215441097918524
695,4.2138346356864265
696,4.212230351976627
697,4.21062824339323
698,4.2090283065509295
699,4.207430538075204
700,4.205834934602577
701,4.20424149278097
702,4.202650209270104
703,4.201061080741766
704,4.199474103880509
705,4.1978892753839805
706,4.196306591963647
707,4.194726050345384
708,4.193147647270301
709,4.191571379495517
710,4.189997243795286
711,4.188425236961904
712,4.186855355807207
713,4.185287597163842
714,4.183721957887102
715,4.182158434856788
716,4.180597024979757
717,4.179037725192333
718,4.1774805324638775
719,4.175925443800522
720,4.174372456249891
721,4.172821566906886
722,4.171272772920525
723,4.169726071502683
724,4.168181459938632
725,4.166638935600419
726,4.165098495963674
727,4.163560138628919
728,4.162023861348839
729,4.160489662063588
730,4.158957538946518
731,4.1574274904641575
732,4.155899515455197
733,4.1543736132351405
734,4.152849783735114
735,4.1513280276858735
736,4.14980834685981
737,4.148290744382961
738,4.146775225122236
739,4.145261796129543
740,4.143750467070568
741,4.142241250459037
742,4.140734161356239
743,4.139229216051975
744,4.137726429351931
745,4.136225810768628
746,4.134727361030342
747,4.133231070839367
748,4.131736922693881
749,4.13024489464177
750,4.128754964006278
751,4.127267109853755
752,4.125781314078162
753,4.124297561543519
754,4.122815839763426
755,4.12133613843286
756,4.119858448969712
757,4.11838276412491
758,4.116909077672525
759,4.115437384171357
760,4.1139676787844754
761,4.112499957143569
762,4.111034215246919
763,4.109570449382542
764,4.108108656069831
765,4.106648832015157
766,4.1051909740777655
767,4.103735079243292
768,4.102281144603326
769,4.100829167339081
770,4.099379144708869
771,4.097931074037764
772,4.096484952709647
773,4.095040778160562
774,4.093598547873515
775,4.0921582593741626
776,4.090719910227252
777,4.089283498033838
778,4.087849020428912
779,4.0864164750793766
780,4.0849858596825515
781,4.083557171964793
782,4.082130409680403
783,4.080705570610754
784,4.079282652563496
785,4.077861653372018
786,4.076442570894911
787,4.075025403015606
788,4.073610147641972
789,4.0721968027062205
790,4.070785366164581
791,4.0693758359972225
792,4.067968210208181
793,4.066562486825273
794,4.065158663900158
795,4.063756739508213
796,4.062356711748737
797,4.060958578744902
798,4.059562338643893
799,4.058167989617003
800,4.05677552985977
801,4.055384957592075
802,4.053996271058373
803,4.052609468527748
804,4.051224548294239
805,4.049841508676897
806,4.048460348020027
807,4.047081064693489
808,4.04570365709276
809,4.044328123639291
810,4.042954462780707
811,4.041582672991018
812,4.040212752770938
813,4.038844700648086
814,4.0374785151772965
815,4.036114194940887
816,4.034751738548957
817,4.0333911446396264
818,4.032032411879431
819,4.030675538963517
820,4.029320524616083
821,4.027967367590576
822,4.026616066670121
823,4.025266620667847
824,4.023919028427171
825,4.02257328882225
826,4.021229400758245
827,4.019887363171809
828,4.0185471750313715
829,4.01720883533757
830,4.015872343123729
831,4.014537697456128
832,4.0132048974345516
833,4.011873942192655
834,4.010544830898423
835,4.009217562754707
836,4.0078921369995335
837,4.006568552906746
838,4.005246809786407
839,4.003926906985296
840,4.0026088438875185
841,4.001292619914899
842,3.99997823452764
843,3.9986656872247943
844,3.997354977544899
845,3.9960461050664575
846,3.994739069408653
847,3.9934338702317955
848,3.9921305072380813
849,3.990828980172115
850,3.9895292888215534
851,3.9882314330177464
852,3.9869354126364596
853,3.9856412275984163
854,3.984348877869976
855,3.9830583634638956
856,3.9817696844398833
857,3.980482840905359
858,3.97919783301608
859,3.9779146609768037
860,3.976633325042044
861,3.9753538255166134
862,3.9740761627564236
863,3.9728003371690397
864,3.9715263492143555
865,3.9702541994052565
866,3.968983888308229
867,3.9677154165439035
868,3.9664487847877123
869,3.9651839937704403
870,3.963921044278715
871,3.962659937155519
872,3.9614006733007314
873,3.960143253671432
874,3.958887679282427
875,3.9576339512065446
876,3.956382070574899
877,3.9551320385772772
878,3.953883856462173
879,3.9526375255370545
880,3.9513930471684033
881,3.95015042278176
882,3.9489096538615818
883,3.9476707419512467
884,3.9464336886527325
885,3.945198495626459
886,3.9439651645907374
887,3.942733697321498
888,3.94150409565163
889,3.9402763614703815
890,3.939050496722581
891,3.93782650340784
892,3.936604383579601
893,3.9353841393440803
894,3.9341657728590835
895,3.932949286332826
896,3.931734682022518
897,3.930521962232912
898,3.9293111293147343
899,3.9281021856630076
900,3.926895133715314
901,3.925689975949852
902,3.9244867148836318
903,3.92328535307029
904,3.922085893098075
905,3.9208883375876766
906,3.9196926891899286
907,3.9184989505836336
908,3.9173071244732145
909,3.9161172135863667
910,3.914929220671861
911,3.9137431484971033
912,3.912558999846025
913,3.9113767775167694
914,3.910196484319712
915,3.9090181230753593
916,3.907841696612588
917,3.906667207766895
918,3.9054946593789817
919,3.904324054293455
920,3.903155395357871
921,3.901988685422124
922,3.9008239273380827
923,3.8996611239596635
924,3.8985002781433793
925,3.8973413927493654
926,3.896184470642865
927,3.895029514696391
928,3.8938765277925373
929,3.8927255128273606
930,3.8915764727147484
931,3.890429410391396
932,3.889284328822829
933,3.8881412310103705
934,3.887000119999157
935,3.8858609988872757
936,3.8847238708362783
937,3.88358873908278
938,3.8824556069518232
939,3.8813244778716443
940,3.880195355390186
941,3.8790682431935712
942,3.8779431451266
943,3.876820065215558
944,3.8756990076935005
945,3.8745799770285116
946,3.873462977954856
947,3.8723480155081
948,3.8712350950639385
949,3.8701242223819565
950,3.86901540365492
951,3.8679086455642215
952,3.8668039553433613
953,3.8657013408501686
954,3.8646008106503196
955,3.8635023741142027
956,3.8624060415302157
957,3.861311824238348
958,3.8602197347888185
959,3.859129787131634
960,3.8580419968442405
961,3.8569563814063836
962,3.855872960531307
963,3.85479175656508
964,3.8537127949638244
965,3.8526361048563436
966,3.8515617196914764
967,3.8504896779525195
968,3.849420023889845
969,3.848352808170664
970,3.8472880882648233
971,3.8462259282799294
972,3.8451663978459933
973,3.844109569592487
974,3.8430555148576317
975,3.842004297651622
976,3.840955967585366
977,3.8399105532611277
978,3.838868058011955
979,3.837828459412998
980,3.8367917127328863
981,3.8357577571346537
982,3.8347265227567076
983,3.833697937026661
984,3.83267192931068
985,3.8316484337482355
986,3.83062739058234
987,3.829608746446657
988,3.8285924540362317
989,3.827578471477332
990,3.826566761600114
991,3.825557291228981
992,3.8245500305466456
993,3.823544952552196
994,3.822542032613477
995,3.8215412481052535
996,3.820542578120199
997,3.8195460032400317
998,3.818551505354564
999,3.8175590675185314
